,,,Other Required:,Ledge Grab,Capture,,,,
TRUE,Klepto 2 - Lava Boogaloo: Chasing Klepto,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Klepto 2 - Lava Boogaloo: Extremely Hot Bath,Lava Bubble,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Ground Pound, Capture",,,,,
TRUE,Metro Kingdom: New Donk City's Pest Problem,"Tank, Locked behind Default Capture",Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Climb",,,,,
TRUE,Metro Kingdom: Drummer on Board!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Guitarist on Board!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Bassist on Board!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Trumpeter on Board!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Sewers: Powering Up the Station,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),Cap Return Jump (400),,,,
,,,Cap Throws that work:,"Neutral Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Capture, Ground Pound","Capture, Ground Pound",,,,
TRUE,Metro Kingdom: A Traditional Festival!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Metro Kingdom: Inside an Iron Girder,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Swaying in the Breeze,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Girder Sandwich,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Long Jump,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Capture, Wall Jump","Capture, Climb",,,,
TRUE,Metro Kingdom: Glittering Above the Pool,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Climb, Capture",,,,,
TRUE,Metro Kingdom: Dizzying Heights,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Climb",,,,,
TRUE,Metro Kingdom: Secret Girder Tunnel!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Metro Kingdom: Who Piled Garbage on This?,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Ground Pound",,,,,
TRUE,Metro Kingdom: Hidden in the Scrap,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Ground Pound",,,,,
TRUE,Metro Kingdom: Left at the Café?,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Ground Pound",,,,,
TRUE,Metro Kingdom: Caught Hopping on a Building!,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: How Do They Take Out the Trash?,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Metro Kingdom Timer Challenge 1,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Metro Kingdom Timer Challenge 2,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Scooter",,,,,
TRUE,Metro Kingdom: City Gardening: Building Planter,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: City Gardening: Plaza Planter,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: City Gardening: Rooftop Planter,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,"Metro Kingdom: How You Doin', Captain Toad?",Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Free Parking: Rooftop Hop,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Scooter",,,,,
TRUE,Metro Kingdom: Bench Friends,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Crazy Cap Store (Metro): Shopping in New Donk City,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Metro Kingdom Slots: Metro Kingdom Slots,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Metro Kingdom: Jump-Rope Hero,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Jump-Rope Genius,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Remotely Captured Car,"Locked behind Default Capture, Glydon, Pokio",Minimum Jump Height:,No Jump Needed,No Jump Needed,,,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Up Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,Capture,Scooter,,,,
TRUE,RC Race: RC Car Pro!,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Rainbow Notes: Taking Notes: In the Private Room,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Inside New Donk City Tower: City Hall Lost & Found,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Climb, Capture",,,,,
TRUE,Sewers: Sewer Treasure,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Celebrating in the Streets!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Crowded Alleyway: Pushing Through the Crowd,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Crowded Alleyway: High Over the Crowd,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Rewiring the Neighborhood: Rewiring the Neighborhood,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Rewiring the Neighborhood: Off the Beaten Wire,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Shards Under Siege: Moon Shards Under Siege,Tank,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,,,,,,
,,,Other Required:,"Wall Jump, Capture",,,,,
TRUE,Shards Under Siege: Sharpshooting Under Siege,Tank,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,,,,,,
,,,Other Required:,"Wall Jump, Capture",,,,,
TRUE,Rotating Maze Shards: Inside the Rotating Maze,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Rotating Maze Shards: Outside the Rotating Maze,,Minimum Jump Height:,Cap Return Jump (400),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Swinging Along the High-Rises: Hanging from a High-Rise,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Swinging Along the High-Rises: Vaulting Up a High-Rise,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Capture, Wall Jump",,,,,
TRUE,Bullet Billding: Bullet Billding,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Climb,,,,,
TRUE,Bullet Billding: One Man's Trash...,Bullet Bill,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Dive, Climb",Capture,,,,
TRUE,Scooter Escape!: Motor Scooter: Escape!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Scooter,,,,,
TRUE,Scooter Escape!: Big Jump: Escape!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Scooter,,,,,
TRUE,Metro Kingdom: Secret Path to New Donk City!,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Metro Kingdom: A Tourist in the Metro Kingdom!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Other Kingdom Trigger",,,,,
TRUE,Metro Kingdom: Found with Metro Kingdom Art,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Other Kingdom Trigger, Ground Pound, Capture",,,,,
TRUE,Metro Kingdom: Bird Traveling in the City,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Mario Signs His Name,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Surprise Clown!,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Outfit, Capture",,,,,
TRUE,Metro Kingdom: A Request from the Mayor,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Jammin' in the Metro Kingdom,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Sphynx in the City,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Free Parking: Leap of Faith,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Scooter, Capture",,,,,
TRUE,Metro Kingdom: Metro Kingdom Regular Cup,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Hat-and-Seek: In the City,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Sewers: Powering Up the Power Plant,Locked behind Default Capture,Minimum Jump Height:,Cap Return Jump (400),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Spin Throw",,,,
,,,Other Required:,Capture,Capture,,,,
TRUE,On the Big Screen: Up on the Big Screen,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,On the Big Screen: Down Inside the Big Screen,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Metro Kingdom: Peach in the Metro Kingdom,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Other Kingdom Trigger, Capture",,,,,
TRUE,Metro Kingdom: Hanging Between Buildings,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Crossing Lines,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Out of a Crate in the City,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Bird Traveling in the Park,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Metro Kingdom Timer Challenge 3,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Scooter",,,,,
TRUE,Metro Kingdom: Found in the Park! Good Dog!,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Ground Pound",,,,,
TRUE,RC Race: RC Car Champ!,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Metro Kingdom: Metro Kingdom Master Cup,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Crowded Alleyway: Hat-and-Seek: In the Crowd,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Pitchblack Mountain: Scaling Pitchblack Mountain,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Pitchblack Mountain: Reaching Pitchblack Island,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Swinging Scaffolding: Swinging Scaffolding: Jump!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Swinging Scaffolding: Swinging Scaffolding: Break!,"Coin Coffer, Tank, Hammer Bro",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Scooter Daredevil: Motor Scooter Daredevil!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Scooter,,,,,
TRUE,Scooter Daredevil: Full-Throttle Scooting!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Scooter,,,,,
TRUE,Seaside Kingdom: The Stone Pillar Seal,"Frog, Gushen",Minimum Jump Height:,No Jump Needed,Triple Jump (550),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,"Dive, Wall Jump",,,,
TRUE,Seaside Kingdom: The Lighthouse Seal,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: The Hot Spring Seal,Gushen,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Seaside Kingdom: The Seal Above the Canyon,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: The Glass Is Half Full!,Gushen,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Ground Pound, Capture",,,,,
TRUE,Seaside Kingdom: On the Cliff Overlooking the Beach,"Frog, Gushen, Uproot",Minimum Jump Height:,No Jump Needed,Cap Return Jump (400),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,"Dive, Wall Jump",,,,
TRUE,Seaside Kingdom: Ride the Jetstream,"Frog, Uproot, Gushen",Minimum Jump Height:,No Jump Needed,Single Jump (258),Double Jump (312),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,"Neutral Throw, Up Throw",,,
,,,Other Required:,Capture,Wall Jump,Wall Jump,,,
TRUE,Seaside Kingdom: Ocean-Bottom Maze: Treasure,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Seaside Kingdom: Ocean-Bottom Maze: Hidden Room,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"2D jump (any jump), Crouch",,,,,
TRUE,Seaside Kingdom: Underwater Highway Tunnel,,Minimum Jump Height:,No Jump Needed,No Jump Needed,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, None",None,,,,
TRUE,Seaside Kingdom: Shh! It's a Shortcut!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Gap in the Ocean Trench,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Slip Through the Nesting Spot,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,"Seaside Kingdom: Merci, Dorrie!",,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,"Seaside Kingdom: Bonjour, Dorrie!",Gushen,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Seaside Kingdom: Under a Dangerous Ceiling,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"None, Ground Pound",,,,,
TRUE,Seaside Kingdom: What the Waves Left Behind,,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Ground Pound,Ground Pound,,,,
TRUE,Seaside Kingdom: The Back Canyon: Excavate!,Uproot,Minimum Jump Height:,Single Jump (258),Long Jump,No Jump Needed,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,Ground Pound,Ground Pound,Capture,,,
TRUE,Seaside Kingdom: Bubblaine Northern Reaches,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"None, Ground Pound",,,,,
TRUE,Wriggling Power Moon: Wriggling on the Sandy Bottom,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"None, Ground Pound",,,,,
TRUE,Seaside Kingdom: Glass Palace Treasure Chest,,Minimum Jump Height:,No Jump Needed,No Jump Needed,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,"Ground Pound, None",,,,
TRUE,Seaside Kingdom: Treasure Trap Hidden in the Inlet,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,Ground Pound,,,,
TRUE,Seaside Kingdom: Sea Gardening: Inlet Seed,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Sea Gardening: Canyon Seed,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Sea Gardening: Hot-Spring Seed,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Sea Gardening: Ocean Trench Seed,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Seaside Kingdom Timer Challenge 1,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Ground Pound, 2D jump (any jump)",,,,,
TRUE,Seaside Kingdom: Seaside Kingdom Timer Challenge 2,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Found on the Beach! Good Dog!,Uproot,Minimum Jump Height:,Single Jump (258),Long Jump,No Jump Needed,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,Ground Pound,Ground Pound,Capture,,,
TRUE,Seaside Kingdom: Moon Shards in the Sea,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Seaside Kingdom: Taking Notes: Ocean Surface Dash,Gushen,Minimum Jump Height:,Long Jump,No Jump Needed,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
